Title,Description,Manifest,Year,Place
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8188/manifest.json","1977","[n.d.]"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8189/manifest.json","1977","[n.d.]"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8187/manifest.json","1976","[n.d.]"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8186/manifest.json","1978","[n.d.]"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8193/manifest.json","1972","[n.d.]"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8192/manifest.json","1972","[n.d.]"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8191/manifest.json","0","Napoli"
,"","",,
,"","",,
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8196/manifest.json","1969","Milano"
"Mec","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8195/manifest.json","1971","[n.d.]"
,"","",,
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8200/manifest.json","1973","Genova"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8199/manifest.json","1977","[n.d.]"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8198/manifest.json","1976","[n.d.]"
"rapporto informativo","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8204/manifest.json","0","[n.d.]"
"Bauhaus","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8203/manifest.json","0","[n.d.]"
"Nouveau Théatre d`opérations dans la culture","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8202/manifest.json","0","[n.d.]"
"Addree à tous le travailleurs","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8201/manifest.json","1968","[n.d.]"
"Difendete la libertà ovunque","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8207/manifest.json","1958","[n.d.]"
"Diofendiamo la libertà","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8206/manifest.json","0","[n.d.]"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8208/manifest.json","0","[n.d.]"
"Manifest","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8205/manifest.json","0","[n.d.]"
"Il Gesto","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8212/manifest.json","0","[n.d.]"
"Eristica","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8211/manifest.json","0",
"Au secour de Van Guglielmi","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8210/manifest.json","0",
"Hands of Alexander Trocchi","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8209/manifest.json","0",
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8216/manifest.json","1976","[n.d.]"
"Immagine e forma","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8214/manifest.json","0","[n.d.]"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8217/manifest.json","0","[n.d.]"
"Rapporto sulla costituzione delle situazioni","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8213/manifest.json","0","[n.d.]"
"Identikit del mostro di piazza Fontana","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8221/manifest.json","1969","[n.d.]"
"Contro la repressione intensifichiamo la lotta","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8220/manifest.json","0","[n.d.]"
"Movimento popolare di liberazione dell`Angola (MPLA)","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8219/manifest.json","1968","[n.d.]"
,"Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8218/manifest.json","0","[n.d.]"
"L`america razzista e imperialistica contro Angela Davis","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8225/manifest.json","1970","Roma"
"Compagni studenti","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8224/manifest.json","1969","[n.d.]"
"Una delegazione del Black Panther Party si incontra con gli studenti rivoluzionari","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8223/manifest.json","0","Roma"
"Per i padroni nessuna rivincita","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8222/manifest.json","0","[n.d.]"
"Che cosa è successo ieri all`università?","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8228/manifest.json","1971","Roma"
"Cosa è successo mercoledì","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8227/manifest.json","0","[n.d.]"
"Così in piazza","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8226/manifest.json","0","[n.d.]"
"Contro l`imperialismo","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8230/manifest.json","0","[n.d.]"
"Cosa succede al Campidoglio","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8232/manifest.json","1970","Roma"
"Piazza Montecitorio","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8231/manifest.json","1970","Roma"
"Alla violenza borghese, violenza di massa","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8229/manifest.json","1970","Roma"
"Calabresi l`assassino di Pinelli","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8236/manifest.json","0","[n.d.]"
"Perchè spuntano i fascisti","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8235/manifest.json","1971","Roma"
"Compagni studenti","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8234/manifest.json","0","[n.d.]"
"La fabbrica coca-cola è stata occupata dai lavoratori, contro le minacce di smobilitazione aziendale","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8233/manifest.json","0","Roma"
"Calabresi","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8237/manifest.json","0","[n.d.]"
"Dalla conerenza stampa tenuta dai compagni della statale di Milano Domenica 13 Dicembre","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8240/manifest.json","1970","Roma"
"I padroni uccidono ancora","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8239/manifest.json","0","[n.d.]"
"Compagni","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8238/manifest.json","0","[n.d.]"
"Morte al fascismo W l`internazionalismo proletario!","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8244/manifest.json","1970","Roma"
"12 dicembre 1969","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8243/manifest.json","0","[n.d.]"
"Studenti","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8242/manifest.json","1970","Roma"
"Da anni le donne si ribellano","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8241/manifest.json","0","Roma"
"Studenti, compagni","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8248/manifest.json","1971","[n.d.]"
"Nuclei comunisti rivoluzionari","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8247/manifest.json","1971","Roma"
"Mettiamo fuori legge i fascisti","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8246/manifest.json","1971","Roma"
"A Nixon","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8245/manifest.json","1970","Roma"
"Compagni studenti","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8252/manifest.json","1970","Roma"
"Operai! Tecnici! Impiegati della Fatme!","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8251/manifest.json","0","[n.d.]"
"Liberiamo i compagni Franco Ghione e Marco Godano","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8250/manifest.json","1971","Roma"
"Lotta Continua","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8249/manifest.json","1971","[n.d.]"
"Sciopero generale Mercoldì 29","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8253/manifest.json","28041970","Roma"
"sabato 14 ore parco tiburtino (San Lorenzo) manifestazione sulla rirpesa delle lotte popolari contro la repressione e la dittatura della borghesia","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8254/manifest.json","1970","Roma"
"Provvedimenti immediati per affrontare il dramma delle baracche e della casa","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8256/manifest.json","0","Roma"
"Perchè Lombardi fugge e D`Avak chiama la polizia","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8255/manifest.json","0","[n.d.]"
"Lotta Continua","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8259/manifest.json","1917","[n.d.]"
"Viva il proletariato in lotta","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8257/manifest.json","0","[n.d.]"
"Lotta Continua","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8260/manifest.json","0","[n.d.]"
"1° Maggio rivoluzionario","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8258/manifest.json","0","[n.d.]"
"Lavoratori edili","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8264/manifest.json","0","[n.d.]"
"Contro gli assassini fascisti e il governo loro complice","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8263/manifest.json","0","Roma"
"Con il Vietnam fino alla vittoria finale","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8262/manifest.json","1973","[n.d.]"
"1° maggio proletario e internazionalista!","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8261/manifest.json","1972","[n.d.]"
"Partito comunista rivoluzionario (Trotskista), sezione italiana della IV internazionale","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8268/manifest.json","1970","Roma"
"Nuclei comunisti rivoluzionari","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8267/manifest.json","1971","[n.d.]"
"Alla direzione di democrazia cristiana","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8266/manifest.json","1970","Roma"
"Coimpagni operai, compagni lavoratori","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8265/manifest.json","1970","Roma"
"Via la polizia dall`università","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8272/manifest.json","1970","[n.d.]"
"Il governo Colombo ha sparato sugli studenti","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8271/manifest.json","1971","Roma"
"Aiutiamo la lotta di decine di famiglia di braccianti che sono stati scacciati","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8270/manifest.json","1970","Roma"
"Manifestazione antifascista giovanile","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8269/manifest.json","0","Roma"
"Dichiarazione di Maio ai popoli del mondo","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8276/manifest.json","0","[n.d.]"
"Il governo Andreotti sempre più fascista e nemico del popolo","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8275/manifest.json","0","Roma"
"Milano 12 dicembre 1970","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8274/manifest.json","1970","Roma"
"Lotta dura contro la borghesia e tutti i suoi servi","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8273/manifest.json","1972","Roma"
"Cosa c`è dietro i fatti di Viareggio","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8280/manifest.json","1969","[n.d.]"
"Gruppo di aziona politica e di intervento del movimento studentesco della facoltà di architettura di Roma","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8279/manifest.json","1970","Roma"
"Nozione approvata all`unianimità dal congresso Fred","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8278/manifest.json","0","[n.d.]"
"Fuori la N.A.T.O. dall`Italia","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8277/manifest.json","1970","Roma"
"Il movimento studentesco milanese","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8281/manifest.json","0","[n.d.]"
"Il 2 febbraio le truppe del generale della chiesa","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8284/manifest.json","0","[n.d.]"
"F.R.E.D. Federaizoni Radioemittenti Democratiche","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8283/manifest.json","0","Roma"
"Anarchici allo sbaraglio!... Presentati dallo stato","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8282/manifest.json","0","Roma"
"Il manifesto / domenica 10 aprile 1971","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8288/manifest.json","1971","[n.d.]"
"La Classe in edicola","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8287/manifest.json","0","Roma"
"La pantera siamo noi","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8286/manifest.json","0","Roma"
"Compagni","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8285/manifest.json","0","[n.d.]"
"Mozione approvata dall`assemblea del movimento del 10/3","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8292/manifest.json","0","Bologna"
"Petizione popolare contro la violenza e il terrorismo","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8291/manifest.json","0","Bologna"
"I giovani romani si incontrano con i rappresentanti dei giovani combattenti per la libertà del Vietnam","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8290/manifest.json","1969","Roma"
"Respiriamo più area","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8289/manifest.json","0","[n.d.]"
"Affoghiamo la Ruberti in mare","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8294/manifest.json","0","Roma"
"Rispondiamo alla repressione con l`autodeterminazione","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8296/manifest.json","0","Roma"
"Agnelli licenzia","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8295/manifest.json","0","[n.d.]"
"Pantera libera","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8293/manifest.json","1990","Roma"
"Introduzione al dibattito","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8299/manifest.json","1977","[n.d.]"
"Introduzione al dibattito","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8300/manifest.json","1977","[n.d.]"
"Vendetta per Pinelli","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8298/manifest.json","0","[n.d.]"
"No alle olimpiadi del sangue!","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8297/manifest.json","0","Roma"
"Analisi critica di un`esperienza: nuove ipotesi politiche di lavoro","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8304/manifest.json","1970","Milano"
"Documento stilato ed approvato dagli studenti degli instituti statali d`arte a Roma","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8303/manifest.json","1968","Roma"
"Compagno Franceschi sarai vendicato","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8302/manifest.json","1973","Roma"
"Introduzione al dibattito","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8301/manifest.json","1977","[n.d.]"
"Redazione centrale della F.R.E.D.","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8308/manifest.json","0","Bologna"
"Antimperialismo","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8307/manifest.json","0","[n.d.]"
"Memorandum del gruppo 4","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8306/manifest.json","1967","[n.d.]"
"radio Federazione Emittenti Democratiche","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8305/manifest.json","1970","Roma"
"la protesta alla bussola: un episodio goliardico o un giusto momento di lotta?","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8310/manifest.json","0","[n.d.]"
"proposta di alcuni gruppi romani di controscuola","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8309/manifest.json","1970","[n.d.]"
"No al fascismo","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8314/manifest.json","1971","Roma"
"Il potere politico nasce dalla canna del fucile","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8313/manifest.json","0","Roma"
"Lotta continua","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8312/manifest.json","0","[n.d.]"
"Potere oepraio","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8311/manifest.json","1970","Roma"
"Centenario della nascita di Lenin","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8317/manifest.json","1970","Napoli"
"Milano, Reggio Calabria, Catanzato e ora l`Aquila","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8318/manifest.json","1971","[n.d.]"
"Votare P.C.I. per spingerlo al potere con il programma anticapitalista","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8316/manifest.json","1970","Roma"
"Scipero nazionale degli studenti medi","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8315/manifest.json","0","Roma"
"Per l`unità delle masse popolari","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8322/manifest.json","0","Roma"
"Il governo ha aumentato il prezzo della luce","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8321/manifest.json","1973","Roma"
"Liberate Aleotti","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8320/manifest.json","1970","[n.d.]"
"Ancora un morto proletario","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8319/manifest.json","1970","[n.d.]"
"L`angelo custode","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8326/manifest.json","0","Roma"
"Musica ex Machina","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8325/manifest.json","1973","Roma"
"gruppo rinnovamento musicale","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8324/manifest.json","0","Roma"
"Manifesto","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8323/manifest.json","1960","[n.d.]"
"Lunedì della musica moderna e contemporanea","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8328/manifest.json","1972","Roma"
"Spazio Zero Teatro circo","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8330/manifest.json","0","Roma"
"Lunedì della musica moderna e contemporanea","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8329/manifest.json","0","Roma"
"Nuove forme sonore","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8327/manifest.json","0","Roma"
,"","",,
"Forum Flayers","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8333/manifest.json","1971","[n.d.]"
"Beat `72- Lunedì della musica contemporanea","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8332/manifest.json","1973","Roma"
"Nuove Forme Sonore","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8331/manifest.json","0","Roma"
"Una forma di lotta","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8338/manifest.json","0","Firenze"
"Studio santandrea","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8337/manifest.json","1976","Milano"
,"","",,
"Studio Santandrea","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8335/manifest.json","1974","Milano"
"Gruppo 70","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8341/manifest.json","1966","Venezia"
"Aiuto!","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8342/manifest.json","0","[n.d.]"
"Viet nam","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8340/manifest.json","1967","[n.d.]"
"Gruppo `70","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8339/manifest.json","1965","Firenze"
"Funzione politica del teatro","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8346/manifest.json","0","Roma"
"Arti Visive","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8345/manifest.json","1975","[n.d.]"
"Il teatro della critica la critica del teatro","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8344/manifest.json","0","[n.d.]"
"Il teatro della critica la critica del teatro","Item supplied by Bibliotheca Hertziana – Max Planck Institute for Art History","http://dlib.biblhertz.it/ia/iiif/PE-8343/manifest.json","0","[n.d.]"
